title_a,url_a,words_a,title_b,url_b,words_b,cosine,simhash_hamming,problem_categories,notes
شركة عقود صيانة تكييف دورية بأبها,https://www.rukn-eltatawer.com/sa/ac-periodic-maintenance-contracts-abha/,1869,شركة عقود صيانة تكييف دورية بالرياض,https://www.rukn-eltatawer.com/sa/ac-periodic-maintenance-contracts-riyadh/,1895,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة دكتات التكييف بأبها,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-abha/,1806,شركة صيانة دكتات التكييف بالطائف,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-taif/,1792,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الطائف) بعد توحيد اسم المدينة
شركة تسليك مجاري بالطائف,https://www.rukn-eltatawer.com/sa/drain-unclogging-taif/,1735,شركة تسليك مجاري بالرياض,https://www.rukn-eltatawer.com/sa/drain-unclogging-riyadh/,2052,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الرياض) بعد توحيد اسم المدينة
شركة نقل أثاث خارجي بالخبر,https://www.rukn-eltatawer.com/sa/outdoor-moving-khobar/,1768,شركة نقل أثاث خارجي بالدمام,https://www.rukn-eltatawer.com/sa/outdoor-moving-dammam/,1799,0.9813,0,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ الدمام) بعد توحيد اسم المدينة
شركة تصميم حدائق داخلية بمكة المكرمة,https://www.rukn-eltatawer.com/sa/indoor-garden-design-mecca/,1831,شركة تصميم حدائق داخلية بالرياض,https://www.rukn-eltatawer.com/sa/indoor-garden-design-riyadh/,1791,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة مكيفات سبليت بالطائف,https://www.rukn-eltatawer.com/sa/split-ac-maintenance-taif/,1834,شركة صيانة مكيفات سبليت بجدة,https://www.rukn-eltatawer.com/sa/split-ac-maintenance-jeddah/,2108,0.9813,7,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ جدة) بعد توحيد اسم المدينة
شركة مكافحة الصراصير بالطائف,https://www.rukn-eltatawer.com/sa/cockroach-control-taif/,1772,شركة مكافحة الصراصير بالخبر,https://www.rukn-eltatawer.com/sa/cockroach-control-khobar/,1745,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (الطائف ↔ الخبر) بعد توحيد اسم المدينة
شركة كشف تسربات المياه بأبها,https://www.rukn-eltatawer.com/sa/water-leak-detection-abha/,2212,شركة كشف تسربات المياه بالخبر,https://www.rukn-eltatawer.com/sa/water-leak-detection-khobar/,2219,0.9813,5,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
شركة سباك منازل بالخبر,https://www.rukn-eltatawer.com/sa/home-plumber-elec-khobar/,1721,شركة سباك منازل بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/home-plumber-elec-medina/,1843,0.9813,1,duplicate_similar,نسخة مدينة شبه مطابقة (الخبر ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة صيانة مضخات مياه بالدمام,https://www.rukn-eltatawer.com/sa/water-pump-maintenance-dammam/,1767,شركة صيانة مضخات مياه بالرياض,https://www.rukn-eltatawer.com/sa/water-pump-maintenance-riyadh/,1790,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة تسليك مجاري بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/drain-unclogging-medina/,1836,شركة تسليك مجاري بمكة المكرمة,https://www.rukn-eltatawer.com/sa/drain-unclogging-mecca/,1803,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة صيانة دكتات التكييف بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-medina/,1898,شركة صيانة دكتات التكييف بالرياض,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-riyadh/,1824,0.9813,3,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
شركة صيانة دكتات التكييف بجدة,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-jeddah/,1832,شركة صيانة دكتات التكييف بالرياض,https://www.rukn-eltatawer.com/sa/ac-duct-maintenance-riyadh/,1824,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
شركة تنظيف فلل بجدة,https://www.rukn-eltatawer.com/sa/villa-cleaning-jeddah/,1742,شركة تنظيف فلل بالرياض,https://www.rukn-eltatawer.com/sa/sharikat-tanzif-filla-bilriyadh/,1756,0.9813,2,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
كشف تسربات المياه في المدينة المنورة,https://www.rukn-eltatawer.com/sa/water-leak-detection-madinah/,2042,كشف تسربات المياه في وسط الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-riyadh-center/,1948,0.9813,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الرياض) بعد توحيد اسم المدينة
كشف تسربات المياه في جنوب جدة,https://www.rukn-eltatawer.com/sa/water-leak-detection-south-jeddah/,1953,كشف تسربات المياه في وسط الرياض,https://www.rukn-eltatawer.com/sa/water-leak-detection-riyadh-center/,1948,0.9813,4,duplicate_similar,نسخة مدينة شبه مطابقة (جدة ↔ الرياض) بعد توحيد اسم المدينة
شركة مكافحة البعوض والذباب بالدمام,https://www.rukn-eltatawer.com/sa/mosquito-fly-control-dammam/,1777,شركة مكافحة البعوض والذباب بالخبر,https://www.rukn-eltatawer.com/sa/mosquito-fly-control-khobar/,1739,0.9812,7,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الخبر) بعد توحيد اسم المدينة
شركة مكافحة البراغيث بالدمام,https://www.rukn-eltatawer.com/sa/flea-control-dammam/,1717,شركة مكافحة البراغيث بالرياض,https://www.rukn-eltatawer.com/sa/flea-control-riyadh/,1733,0.9812,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الرياض) بعد توحيد اسم المدينة
شركة تغليف أثاث احترافي بالدمام,https://www.rukn-eltatawer.com/sa/furniture-packaging-dammam/,1778,شركة تغليف أثاث احترافي بجدة,https://www.rukn-eltatawer.com/sa/furniture-packaging-jeddah/,1803,0.9812,6,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
شركة تركيب شبابيك بالدمام,https://www.rukn-eltatawer.com/sa/windows-installation-dammam/,1714,شركة تركيب شبابيك بأبها,https://www.rukn-eltatawer.com/sa/windows-installation-abha/,1730,0.9812,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ أبها) بعد توحيد اسم المدينة
شركة تركيب سيراميك وبورسلين بالدمام,https://www.rukn-eltatawer.com/sa/ceramic-porcelain-dammam/,1760,شركة تركيب سيراميك وبورسلين بالخبر,https://www.rukn-eltatawer.com/sa/ceramic-porcelain-khobar/,1742,0.9812,3,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ الخبر) بعد توحيد اسم المدينة
شركة تركيب زجاج وألوميتال بالدمام,https://www.rukn-eltatawer.com/sa/glass-alumetal-dammam/,1766,شركة تركيب زجاج وألوميتال بأبها,https://www.rukn-eltatawer.com/sa/glass-alumetal-abha/,1759,0.9812,4,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ أبها) بعد توحيد اسم المدينة
شركة تركيب أنظمة طاقة شمسية بالدمام,https://www.rukn-eltatawer.com/sa/solar-systems-installation-dammam/,1851,شركة تركيب أنظمة طاقة شمسية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/solar-systems-installation-medina/,1924,0.9812,8,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ المدينة المنورة) بعد توحيد اسم المدينة
شركة تركيب أرضيات فينيل بالدمام,https://www.rukn-eltatawer.com/sa/vinyl-flooring-dammam/,1753,شركة تركيب أرضيات فينيل بمكة المكرمة,https://www.rukn-eltatawer.com/sa/vinyl-flooring-mecca/,1807,0.9812,8,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة بناء أسوار طابوق بالدمام,https://www.rukn-eltatawer.com/sa/block-fences-dammam/,1766,شركة بناء أسوار طابوق بجدة,https://www.rukn-eltatawer.com/sa/block-fences-jeddah/,1785,0.9812,2,duplicate_similar,نسخة مدينة شبه مطابقة (الدمام ↔ جدة) بعد توحيد اسم المدينة
فني تركيب كاميرات مراقبة بأبها,https://www.rukn-eltatawer.com/sa/cctv-tech-abha/,1793,فني تركيب كاميرات مراقبة بالخبر,https://www.rukn-eltatawer.com/sa/cctv-tech-khobar/,1775,0.9812,2,duplicate_similar,نسخة مدينة شبه مطابقة (أبها ↔ الخبر) بعد توحيد اسم المدينة
شركة مكافحة الطيور بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/bird-control-medina/,1798,شركة مكافحة الطيور بأبها,https://www.rukn-eltatawer.com/sa/bird-control-abha/,1705,0.9812,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة دهان بويات عالية الجودة بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/premium-paint-finishing-medina/,1969,شركة دهان بويات عالية الجودة بالطائف,https://www.rukn-eltatawer.com/sa/premium-paint-finishing-taif/,1877,0.9812,5,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الطائف) بعد توحيد اسم المدينة
شركة ترميم وصيانة مباني بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/building-renovation-medina/,1860,شركة ترميم وصيانة مباني بمكة المكرمة,https://www.rukn-eltatawer.com/sa/building-renovation-mecca/,1874,0.9812,4,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب كربستون بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/kerbstone-medina/,1788,شركة تركيب كربستون بمكة المكرمة,https://www.rukn-eltatawer.com/sa/kerbstone-mecca/,1798,0.9812,2,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ مكة المكرمة) بعد توحيد اسم المدينة
شركة تركيب انترلوك بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/interlock-medina/,1806,شركة تركيب انترلوك بأبها,https://www.rukn-eltatawer.com/sa/interlock-abha/,1724,0.9812,4,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ أبها) بعد توحيد اسم المدينة
شركة بناء مطابخ خارجية بالمدينة المنورة,https://www.rukn-eltatawer.com/sa/outdoor-kitchens-medina/,1870,شركة بناء مطابخ خارجية بالخبر,https://www.rukn-eltatawer.com/sa/outdoor-kitchens-khobar/,1786,0.9812,6,duplicate_similar,نسخة مدينة شبه مطابقة (المدينة المنورة ↔ الخبر) بعد توحيد اسم المدينة
شركة مكافحة بق الفراش بمكة المكرمة,https://www.rukn-eltatawer.com/sa/bed-bug-control-mecca/,1888,شركة مكافحة بق الفراش بالطائف,https://www.rukn-eltatawer.com/sa/bed-bug-control-taif/,1813,0.9812,7,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الطائف) بعد توحيد اسم المدينة
شركة مكافحة الحشرات الزاحفة بمكة المكرمة,https://www.rukn-eltatawer.com/sa/crawling-pest-control-mecca/,1866,شركة مكافحة الحشرات الزاحفة بالطائف,https://www.rukn-eltatawer.com/sa/crawling-pest-control-taif/,1805,0.9812,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الطائف) بعد توحيد اسم المدينة
شركة عزل ودهان أسطح بمكة المكرمة,https://www.rukn-eltatawer.com/sa/roof-insulation-painting-mecca/,1876,شركة عزل ودهان أسطح بالطائف,https://www.rukn-eltatawer.com/sa/roof-insulation-painting-taif/,1809,0.9812,6,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الطائف) بعد توحيد اسم المدينة
شركة صيانة نشافات بمكة المكرمة,https://www.rukn-eltatawer.com/sa/dryer-maintenance-mecca/,1824,شركة صيانة نشافات بالرياض,https://www.rukn-eltatawer.com/sa/dryer-maintenance-riyadh/,1756,0.9812,7,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ الرياض) بعد توحيد اسم المدينة
شركة دهان فلل بمكة المكرمة,https://www.rukn-eltatawer.com/sa/villa-painting-mecca/,1831,شركة دهان فلل بجدة,https://www.rukn-eltatawer.com/sa/villa-painting-jeddah/,1751,0.9812,4,duplicate_similar,نسخة مدينة شبه مطابقة (مكة المكرمة ↔ جدة) بعد توحيد اسم المدينة
